subjid,group,food,taste_rating,health_rating
sub-FCT013,HC,steak.jpg,4.0,2.0
sub-FCT013,HC,sour patch.jpg,3.0,1.0
sub-FCT013,HC,corn cob.jpg,5.0,5.0
sub-FCT013,HC,cucumber slices.jpg,4.0,5.0
sub-FCT013,HC,Skim milk.jpg,4.0,5.0
sub-FCT013,HC,mac & cheese.jpg,4.0,2.0
sub-FCT013,HC,orange slices.jpg,5.0,5.0
sub-FCT013,HC,cherry tomato.jpg,4.0,5.0
sub-FCT013,HC,Whole milk.jpg,3.0,4.0
sub-FCT013,HC,apple slices.jpg,5.0,5.0
sub-FCT013,HC,reeses.jpg,3.0,1.0
sub-FCT013,HC,seaweed.jpg,1.0,3.0
sub-FCT013,HC,mozarella sticks.jpg,5.0,2.0
sub-FCT013,HC,broccoli cauliflower.jpg,5.0,5.0
sub-FCT013,HC,Cheese nachos.jpg,4.0,2.0
sub-FCT013,HC,chicken nuggets2.jpg,4.0,2.0
sub-FCT013,HC,mushrooms.jpg,1.0,5.0
sub-FCT013,HC,turkey sandwich.jpg,5.0,5.0
sub-FCT013,HC,yellow popcorn.jpg,5.0,2.0
sub-FCT013,HC,string cheese.jpg,5.0,4.0
sub-FCT013,HC,m_and_m.jpg,4.0,2.0
sub-FCT013,HC,cherries.jpg,5.0,5.0
sub-FCT013,HC,ritz.jpg,3.0,3.0
sub-FCT013,HC,pickles.jpg,2.0,3.0
sub-FCT013,HC,saltines.jpg,4.0,3.0
sub-FCT013,HC,froot loops w milk.jpg,2.0,2.0
sub-FCT013,HC,baguette oil.jpg,5.0,4.0
sub-FCT013,HC,cookies.jpg,5.0,2.0
sub-FCT014,HC,strawberries.jpg,4.0,5.0
sub-FCT014,HC,soup with spoon.jpg,4.0,4.0
sub-FCT014,HC,Hershey Kisses.jpg,4.0,2.0
sub-FCT014,HC,Pretzels.jpg,3.0,3.0
sub-FCT014,HC,american cheese.jpg,1.0,2.0
sub-FCT014,HC,green beans.jpg,4.0,5.0
sub-FCT014,HC,raisin bran w milk.jpg,4.0,2.0
sub-FCT014,HC,Grapes.jpg,4.0,5.0
sub-FCT014,HC,raisins.jpg,3.0,5.0
sub-FCT014,HC,rigatoni.jpg,3.0,3.0
sub-FCT014,HC,fried eggs.jpg,5.0,4.0
sub-FCT014,HC,salad w chicken.jpg,4.0,3.0
sub-FCT014,HC,grilled chicken strips.jpg,4.0,5.0
sub-FCT014,HC,grilled cheese.jpg,3.0,2.0
sub-FCT014,HC,Tribe humus pita.jpg,5.0,4.0
sub-FCT014,HC,air popcorn.jpg,3.0,4.0
sub-FCT014,HC,baked potato.jpg,3.0,3.0
sub-FCT014,HC,banana.jpg,4.0,5.0
sub-FCT014,HC,yogurt no spoon.jpg,5.0,3.0
sub-FCT014,HC,avacado.jpg,5.0,5.0
sub-FCT014,HC,mashed potato.jpg,4.0,2.0
sub-FCT014,HC,celery and carrot sticks.jpg,3.0,5.0
sub-FCT014,HC,sushi w_condiments.jpg,5.0,4.0
sub-FCT014,HC,kiwi.jpg,4.0,5.0
sub-FCT014,HC,trail mix.jpg,2.0,5.0
sub-FCT014,HC,eggs.jpg,4.0,4.0
sub-FCT014,HC,ice cream sundae 002.jpg,3.0,1.0
sub-FCT014,HC,PB.jpg,1.0,1.0
sub-FCT014,HC,rice cakes.jpg,3.0,4.0
sub-FCT014,HC,bagel plain.jpg,3.0,2.0
sub-FCT014,HC,yogurt pretzels.jpg,4.0,2.0
sub-FCT014,HC,pizza.jpg,5.0,2.0
sub-FCT014,HC,mini muffins.jpg,2.0,1.0
sub-FCT014,HC,peaches.jpg,3.0,5.0
sub-FCT014,HC,hotdog w must.jpg,3.0,3.0
sub-FCT014,HC,doughnuts.jpg,3.0,1.0
sub-FCT014,HC,burger.jpg,4.0,4.0
sub-FCT014,HC,cupcakes am.jpg,1.0,1.0
sub-FCT014,HC,tacos.jpg,1.0,3.0
sub-FCT014,HC,1%milk.jpg,3.0,3.0
sub-FCT014,HC,baby cheese.jpg,2.0,2.0
sub-FCT014,HC,granola w milk.jpg,5.0,3.0
sub-FCT014,HC,bagel and cc.jpg,4.0,2.0
sub-FCT014,HC,lollipops.jpg,2.0,1.0
sub-FCT014,HC,french fries.jpg,4.0,1.0
sub-FCT014,HC,brownie.jpg,5.0,1.0
sub-FCT014,HC,soy chips.jpg,3.0,4.0
sub-FCT014,HC,rigatoni and sauce.jpg,5.0,3.0
sub-FCT014,HC,steak.jpg,4.0,3.0
sub-FCT014,HC,sour patch.jpg,1.0,1.0
sub-FCT014,HC,corn cob.jpg,2.0,3.0
sub-FCT014,HC,cucumber slices.jpg,4.0,5.0
sub-FCT014,HC,Skim milk.jpg,3.0,3.0
sub-FCT014,HC,mac & cheese.jpg,1.0,1.0
sub-FCT014,HC,orange slices.jpg,5.0,5.0
sub-FCT014,HC,cherry tomato.jpg,5.0,5.0
sub-FCT014,HC,Whole milk.jpg,3.0,4.0
sub-FCT014,HC,apple slices.jpg,3.0,5.0
sub-FCT014,HC,reeses.jpg,5.0,1.0
sub-FCT014,HC,seaweed.jpg,5.0,4.0
sub-FCT014,HC,mozarella sticks.jpg,4.0,2.0
sub-FCT014,HC,broccoli cauliflower.jpg,4.0,5.0
sub-FCT014,HC,Cheese nachos.jpg,1.0,1.0
sub-FCT014,HC,chicken nuggets2.jpg,2.0,1.0
sub-FCT014,HC,mushrooms.jpg,4.0,5.0
sub-FCT014,HC,turkey sandwich.jpg,4.0,3.0
sub-FCT014,HC,yellow popcorn.jpg,1.0,1.0
sub-FCT014,HC,string cheese.jpg,1.0,1.0
sub-FCT014,HC,m_and_m.jpg,3.0,1.0
sub-FCT014,HC,cherries.jpg,4.0,5.0
sub-FCT014,HC,ritz.jpg,5.0,2.0
sub-FCT014,HC,pickles.jpg,5.0,3.0
sub-FCT014,HC,saltines.jpg,3.0,3.0
sub-FCT014,HC,froot loops w milk.jpg,1.0,1.0
sub-FCT014,HC,baguette oil.jpg,4.0,3.0
sub-FCT014,HC,cookies.jpg,5.0,2.0
sub-FCT015,HC,m_and_m.jpg,5.0,1.0
sub-FCT015,HC,yogurt pretzels.jpg,4.0,3.0
sub-FCT015,HC,mozarella sticks.jpg,2.0,1.0
sub-FCT015,HC,yogurt no spoon.jpg,3.0,4.0
sub-FCT015,HC,corn cob.jpg,3.0,4.0
sub-FCT015,HC,1%milk.jpg,4.0,4.0
sub-FCT015,HC,reeses.jpg,4.0,2.0
sub-FCT015,HC,kiwi.jpg,5.0,5.0
sub-FCT015,HC,orange slices.jpg,4.0,5.0
sub-FCT015,HC,baby cheese.jpg,4.0,3.0
sub-FCT015,HC,Tribe humus pita.jpg,4.0,3.0
sub-FCT015,HC,rigatoni and sauce.jpg,5.0,3.0
sub-FCT015,HC,Cheese nachos.jpg,1.0,1.0
sub-FCT015,HC,bagel plain.jpg,3.0,2.0
sub-FCT015,HC,burger.jpg,4.0,2.0
sub-FCT015,HC,air popcorn.jpg,4.0,3.0
sub-FCT015,HC,string cheese.jpg,2.0,2.0
sub-FCT015,HC,celery and carrot sticks.jpg,3.0,5.0
sub-FCT015,HC,raisin bran w milk.jpg,2.0,4.0
sub-FCT015,HC,seaweed.jpg,1.0,3.0
sub-FCT015,HC,green beans.jpg,3.0,5.0
sub-FCT015,HC,sushi w_condiments.jpg,5.0,3.0
sub-FCT015,HC,baguette oil.jpg,4.0,2.0
sub-FCT015,HC,grilled cheese.jpg,4.0,2.0
sub-FCT015,HC,eggs.jpg,2.0,3.0
sub-FCT015,HC,Hershey Kisses.jpg,5.0,2.0
sub-FCT015,HC,apple slices.jpg,3.0,5.0
sub-FCT015,HC,rigatoni.jpg,3.0,3.0
sub-FCT015,HC,hotdog w must.jpg,1.0,1.0
sub-FCT015,HC,grilled chicken strips.jpg,4.0,5.0
sub-FCT015,HC,trail mix.jpg,4.0,4.0
sub-FCT015,HC,mini muffins.jpg,4.0,3.0
sub-FCT015,HC,Pretzels.jpg,3.0,3.0
sub-FCT015,HC,fried eggs.jpg,4.0,2.0
sub-FCT015,HC,granola w milk.jpg,,3.0
sub-FCT015,HC,chicken nuggets2.jpg,2.0,1.0
sub-FCT015,HC,broccoli cauliflower.jpg,3.0,5.0
sub-FCT015,HC,soy chips.jpg,2.0,4.0
sub-FCT015,HC,pickles.jpg,4.0,4.0
sub-FCT015,HC,lollipops.jpg,1.0,2.0
sub-FCT015,HC,froot loops w milk.jpg,2.0,2.0
sub-FCT015,HC,cucumber slices.jpg,3.0,5.0
sub-FCT015,HC,banana.jpg,4.0,5.0
sub-FCT015,HC,bagel and cc.jpg,5.0,2.0
sub-FCT015,HC,PB.jpg,3.0,3.0
sub-FCT015,HC,peaches.jpg,5.0,5.0
sub-FCT015,HC,ice cream sundae 002.jpg,4.0,1.0
sub-FCT015,HC,Skim milk.jpg,3.0,5.0
sub-FCT015,HC,Grapes.jpg,3.0,5.0
sub-FCT015,HC,cupcakes am.jpg,4.0,1.0
sub-FCT015,HC,soup with spoon.jpg,3.0,3.0
sub-FCT015,HC,salad w chicken.jpg,4.0,3.0
sub-FCT015,HC,mac & cheese.jpg,,2.0
sub-FCT015,HC,saltines.jpg,2.0,3.0
sub-FCT015,HC,doughnuts.jpg,4.0,1.0
sub-FCT015,HC,Whole milk.jpg,2.0,2.0
sub-FCT015,HC,mushrooms.jpg,3.0,5.0
sub-FCT015,HC,pizza.jpg,5.0,1.0
sub-FCT015,HC,steak.jpg,4.0,2.0
sub-FCT015,HC,yellow popcorn.jpg,2.0,2.0
sub-FCT015,HC,cherry tomato.jpg,3.0,5.0
sub-FCT015,HC,mashed potato.jpg,1.0,1.0
sub-FCT015,HC,raisins.jpg,2.0,5.0
sub-FCT015,HC,turkey sandwich.jpg,4.0,4.0
sub-FCT015,HC,strawberries.jpg,5.0,5.0
sub-FCT015,HC,french fries.jpg,4.0,1.0
sub-FCT015,HC,rice cakes.jpg,2.0,3.0
sub-FCT015,HC,baked potato.jpg,2.0,3.0
sub-FCT015,HC,cherries.jpg,4.0,5.0
sub-FCT015,HC,american cheese.jpg,4.0,3.0
sub-FCT015,HC,tacos.jpg,2.0,2.0
sub-FCT015,HC,ritz.jpg,2.0,3.0
sub-FCT015,HC,cookies.jpg,5.0,2.0
sub-FCT015,HC,sour patch.jpg,4.0,1.0
sub-FCT015,HC,avacado.jpg,5.0,5.0
sub-FCT015,HC,brownie.jpg,4.0,1.0
sub-FCT016,HC,orange slices.jpg,5.0,5.0
sub-FCT016,HC,Grapes.jpg,4.0,5.0
sub-FCT016,HC,baguette oil.jpg,4.0,4.0
sub-FCT016,HC,doughnuts.jpg,5.0,1.0
sub-FCT016,HC,burger.jpg,5.0,3.0
sub-FCT016,HC,mac & cheese.jpg,3.0,3.0
sub-FCT016,HC,cucumber slices.jpg,4.0,5.0
sub-FCT016,HC,turkey sandwich.jpg,4.0,3.0
sub-FCT016,HC,mushrooms.jpg,3.0,5.0
sub-FCT016,HC,raisins.jpg,4.0,4.0
sub-FCT016,HC,froot loops w milk.jpg,4.0,3.0
sub-FCT016,HC,grilled chicken strips.jpg,4.0,4.0
sub-FCT016,HC,kiwi.jpg,3.0,5.0
sub-FCT016,HC,PB.jpg,3.0,3.0
sub-FCT016,HC,sour patch.jpg,4.0,1.0
sub-FCT016,HC,Whole milk.jpg,3.0,3.0
sub-FCT016,HC,broccoli cauliflower.jpg,3.0,4.0
sub-FCT016,HC,baked potato.jpg,3.0,5.0
sub-FCT016,HC,green beans.jpg,4.0,5.0
sub-FCT016,HC,string cheese.jpg,3.0,4.0
sub-FCT016,HC,corn cob.jpg,4.0,5.0
sub-FCT016,HC,baby cheese.jpg,3.0,4.0
sub-FCT016,HC,american cheese.jpg,3.0,3.0
sub-FCT016,HC,soup with spoon.jpg,4.0,5.0
sub-FCT016,HC,sushi w_condiments.jpg,4.0,4.0
sub-FCT016,HC,mini muffins.jpg,4.0,2.0
sub-FCT016,HC,seaweed.jpg,3.0,4.0
sub-FCT016,HC,mozarella sticks.jpg,4.0,2.0
sub-FCT016,HC,cookies.jpg,4.0,1.0
sub-FCT016,HC,steak.jpg,3.0,3.0
sub-FCT016,HC,granola w milk.jpg,4.0,4.0
sub-FCT016,HC,soy chips.jpg,4.0,4.0
sub-FCT016,HC,1%milk.jpg,3.0,4.0
sub-FCT016,HC,rice cakes.jpg,4.0,4.0
sub-FCT016,HC,yogurt pretzels.jpg,4.0,3.0
sub-FCT016,HC,Cheese nachos.jpg,2.0,2.0
sub-FCT016,HC,chicken nuggets2.jpg,4.0,3.0
sub-FCT016,HC,cherry tomato.jpg,3.0,5.0
sub-FCT016,HC,Pretzels.jpg,4.0,3.0
sub-FCT016,HC,grilled cheese.jpg,3.0,3.0
sub-FCT016,HC,Hershey Kisses.jpg,4.0,1.0
sub-FCT016,HC,Tribe humus pita.jpg,4.0,4.0
sub-FCT016,HC,rigatoni.jpg,2.0,3.0
sub-FCT016,HC,m_and_m.jpg,4.0,1.0
sub-FCT016,HC,mashed potato.jpg,4.0,3.0
sub-FCT016,HC,avacado.jpg,4.0,5.0
sub-FCT016,HC,ice cream sundae 002.jpg,5.0,2.0
sub-FCT016,HC,rigatoni and sauce.jpg,4.0,3.0
sub-FCT016,HC,bagel and cc.jpg,2.0,3.0
sub-FCT016,HC,peaches.jpg,4.0,5.0
sub-FCT016,HC,eggs.jpg,4.0,3.0
sub-FCT016,HC,reeses.jpg,1.0,1.0
sub-FCT016,HC,cherries.jpg,4.0,5.0
sub-FCT016,HC,ritz.jpg,4.0,3.0
sub-FCT016,HC,salad w chicken.jpg,2.0,3.0
sub-FCT016,HC,air popcorn.jpg,4.0,3.0
sub-FCT016,HC,raisin bran w milk.jpg,3.0,4.0
sub-FCT016,HC,yogurt no spoon.jpg,4.0,4.0
sub-FCT016,HC,yellow popcorn.jpg,4.0,3.0
sub-FCT016,HC,pizza.jpg,4.0,3.0
sub-FCT016,HC,strawberries.jpg,4.0,5.0
sub-FCT016,HC,french fries.jpg,4.0,1.0
sub-FCT016,HC,bagel plain.jpg,4.0,3.0
sub-FCT016,HC,tacos.jpg,2.0,3.0
sub-FCT016,HC,Skim milk.jpg,2.0,3.0
sub-FCT016,HC,hotdog w must.jpg,4.0,2.0
sub-FCT016,HC,pickles.jpg,4.0,4.0
sub-FCT016,HC,apple slices.jpg,4.0,5.0
sub-FCT016,HC,banana.jpg,4.0,5.0
sub-FCT016,HC,lollipops.jpg,4.0,1.0
sub-FCT016,HC,brownie.jpg,2.0,1.0
sub-FCT016,HC,trail mix.jpg,2.0,3.0
sub-FCT016,HC,fried eggs.jpg,4.0,3.0
sub-FCT016,HC,celery and carrot sticks.jpg,4.0,5.0
sub-FCT016,HC,saltines.jpg,3.0,4.0
sub-FCT016,HC,cupcakes am.jpg,5.0,1.0
sub-FCT017,HC,Whole milk.jpg,5.0,1.0
sub-FCT017,HC,strawberries.jpg,5.0,5.0
sub-FCT017,HC,air popcorn.jpg,,5.0
sub-FCT017,HC,cupcakes am.jpg,5.0,1.0
sub-FCT017,HC,cherry tomato.jpg,3.0,5.0
sub-FCT017,HC,broccoli cauliflower.jpg,3.0,5.0
sub-FCT017,HC,raisin bran w milk.jpg,3.0,3.0
sub-FCT017,HC,avacado.jpg,5.0,5.0
sub-FCT017,HC,mac & cheese.jpg,5.0,1.0
sub-FCT017,HC,ritz.jpg,5.0,3.0
sub-FCT017,HC,american cheese.jpg,3.0,1.0
sub-FCT017,HC,celery and carrot sticks.jpg,3.0,5.0
sub-FCT017,HC,Hershey Kisses.jpg,5.0,
sub-FCT017,HC,banana.jpg,5.0,5.0
sub-FCT017,HC,ice cream sundae 002.jpg,5.0,1.0
sub-FCT017,HC,bagel plain.jpg,5.0,3.0
sub-FCT017,HC,corn cob.jpg,5.0,5.0
sub-FCT017,HC,hotdog w must.jpg,3.0,1.0
sub-FCT017,HC,froot loops w milk.jpg,5.0,3.0
sub-FCT017,HC,french fries.jpg,5.0,1.0
sub-FCT017,HC,grilled chicken strips.jpg,5.0,5.0
sub-FCT017,HC,rigatoni.jpg,5.0,3.0
sub-FCT017,HC,salad w chicken.jpg,5.0,3.0
sub-FCT017,HC,doughnuts.jpg,5.0,1.0
sub-FCT017,HC,Pretzels.jpg,5.0,4.0
sub-FCT017,HC,mashed potato.jpg,5.0,1.0
sub-FCT017,HC,apple slices.jpg,5.0,5.0
sub-FCT017,HC,chicken nuggets2.jpg,3.0,1.0
sub-FCT017,HC,Grapes.jpg,5.0,5.0
sub-FCT017,HC,yogurt pretzels.jpg,5.0,1.0
sub-FCT017,HC,eggs.jpg,5.0,3.0
sub-FCT017,HC,Cheese nachos.jpg,5.0,1.0
sub-FCT017,HC,bagel and cc.jpg,5.0,2.0
sub-FCT017,HC,raisins.jpg,3.0,3.0
sub-FCT017,HC,mini muffins.jpg,4.0,1.0
sub-FCT017,HC,lollipops.jpg,5.0,2.0
sub-FCT017,HC,cucumber slices.jpg,3.0,5.0
sub-FCT017,HC,fried eggs.jpg,5.0,3.0
sub-FCT017,HC,seaweed.jpg,5.0,5.0
sub-FCT017,HC,yellow popcorn.jpg,5.0,1.0
sub-FCT017,HC,reeses.jpg,5.0,1.0
sub-FCT017,HC,pizza.jpg,5.0,5.0
sub-FCT017,HC,brownie.jpg,5.0,1.0
sub-FCT017,HC,trail mix.jpg,5.0,3.0
sub-FCT017,HC,rigatoni and sauce.jpg,5.0,3.0
sub-FCT017,HC,saltines.jpg,4.0,3.0
sub-FCT017,HC,cookies.jpg,5.0,1.0
sub-FCT017,HC,steak.jpg,5.0,1.0
sub-FCT017,HC,yogurt no spoon.jpg,5.0,5.0
sub-FCT017,HC,turkey sandwich.jpg,5.0,5.0
sub-FCT017,HC,soy chips.jpg,,3.0
sub-FCT017,HC,Tribe humus pita.jpg,5.0,1.0
sub-FCT017,HC,tacos.jpg,4.0,1.0
sub-FCT017,HC,mozarella sticks.jpg,5.0,1.0
sub-FCT017,HC,green beans.jpg,3.0,5.0
sub-FCT017,HC,sour patch.jpg,5.0,2.0
sub-FCT017,HC,soup with spoon.jpg,5.0,3.0
sub-FCT017,HC,pickles.jpg,5.0,5.0
sub-FCT017,HC,PB.jpg,5.0,1.0
sub-FCT017,HC,1%milk.jpg,4.0,2.0
sub-FCT017,HC,Skim milk.jpg,4.0,5.0
sub-FCT017,HC,rice cakes.jpg,4.0,3.0
sub-FCT017,HC,mushrooms.jpg,3.0,5.0
sub-FCT017,HC,burger.jpg,5.0,1.0
sub-FCT017,HC,peaches.jpg,5.0,5.0
sub-FCT017,HC,kiwi.jpg,5.0,5.0
sub-FCT017,HC,sushi w_condiments.jpg,5.0,3.0
sub-FCT017,HC,cherries.jpg,5.0,5.0
sub-FCT017,HC,baked potato.jpg,4.0,3.0
sub-FCT017,HC,grilled cheese.jpg,5.0,1.0
sub-FCT017,HC,granola w milk.jpg,5.0,3.0
sub-FCT017,HC,baby cheese.jpg,5.0,1.0
sub-FCT017,HC,m_and_m.jpg,5.0,1.0
sub-FCT017,HC,baguette oil.jpg,5.0,3.0
sub-FCT017,HC,orange slices.jpg,5.0,5.0
sub-FCT017,HC,string cheese.jpg,,1.0
sub-FCT018,HC,strawberries.jpg,5.0,5.0
sub-FCT018,HC,soup with spoon.jpg,1.0,4.0
sub-FCT018,HC,Hershey Kisses.jpg,3.0,1.0
sub-FCT018,HC,Pretzels.jpg,4.0,3.0
sub-FCT018,HC,american cheese.jpg,4.0,5.0
sub-FCT018,HC,green beans.jpg,2.0,5.0
sub-FCT018,HC,raisin bran w milk.jpg,3.0,4.0
sub-FCT018,HC,Grapes.jpg,4.0,4.0
sub-FCT018,HC,raisins.jpg,1.0,4.0
sub-FCT018,HC,rigatoni.jpg,2.0,1.0
sub-FCT018,HC,fried eggs.jpg,5.0,4.0
sub-FCT018,HC,salad w chicken.jpg,5.0,5.0
sub-FCT018,HC,grilled chicken strips.jpg,5.0,5.0
sub-FCT018,HC,grilled cheese.jpg,5.0,2.0
sub-FCT018,HC,Tribe humus pita.jpg,5.0,3.0
sub-FCT018,HC,air popcorn.jpg,2.0,2.0
sub-FCT018,HC,baked potato.jpg,1.0,1.0
sub-FCT018,HC,banana.jpg,4.0,5.0
sub-FCT018,HC,yogurt no spoon.jpg,2.0,2.0
sub-FCT018,HC,avacado.jpg,4.0,5.0
sub-FCT018,HC,mashed potato.jpg,4.0,1.0
sub-FCT018,HC,celery and carrot sticks.jpg,2.0,5.0
sub-FCT018,HC,sushi w_condiments.jpg,1.0,1.0
sub-FCT018,HC,kiwi.jpg,5.0,5.0
sub-FCT018,HC,trail mix.jpg,1.0,4.0
sub-FCT018,HC,eggs.jpg,1.0,5.0
sub-FCT018,HC,ice cream sundae 002.jpg,5.0,2.0
sub-FCT018,HC,PB.jpg,5.0,4.0
sub-FCT018,HC,rice cakes.jpg,2.0,3.0
sub-FCT018,HC,bagel plain.jpg,4.0,1.0
sub-FCT018,HC,yogurt pretzels.jpg,4.0,2.0
sub-FCT018,HC,pizza.jpg,5.0,1.0
sub-FCT018,HC,mini muffins.jpg,4.0,1.0
sub-FCT018,HC,peaches.jpg,4.0,4.0
sub-FCT018,HC,hotdog w must.jpg,4.0,1.0
sub-FCT018,HC,doughnuts.jpg,5.0,1.0
sub-FCT018,HC,burger.jpg,5.0,3.0
sub-FCT018,HC,cupcakes am.jpg,5.0,1.0
sub-FCT018,HC,tacos.jpg,5.0,2.0
sub-FCT018,HC,1%milk.jpg,5.0,4.0
sub-FCT018,HC,baby cheese.jpg,5.0,4.0
sub-FCT018,HC,granola w milk.jpg,2.0,4.0
sub-FCT018,HC,bagel and cc.jpg,5.0,1.0
sub-FCT018,HC,lollipops.jpg,5.0,1.0
sub-FCT018,HC,french fries.jpg,5.0,1.0
sub-FCT018,HC,brownie.jpg,5.0,1.0
sub-FCT018,HC,soy chips.jpg,2.0,2.0
sub-FCT018,HC,rigatoni and sauce.jpg,2.0,2.0
sub-FCT018,HC,steak.jpg,5.0,5.0
sub-FCT018,HC,sour patch.jpg,4.0,1.0
sub-FCT018,HC,corn cob.jpg,1.0,5.0
sub-FCT018,HC,cucumber slices.jpg,1.0,1.0
sub-FCT018,HC,Skim milk.jpg,5.0,4.0
sub-FCT018,HC,mac & cheese.jpg,5.0,2.0
sub-FCT018,HC,orange slices.jpg,5.0,5.0
sub-FCT018,HC,cherry tomato.jpg,1.0,3.0
sub-FCT018,HC,Whole milk.jpg,5.0,2.0
sub-FCT018,HC,apple slices.jpg,4.0,3.0
sub-FCT018,HC,reeses.jpg,5.0,1.0
sub-FCT018,HC,seaweed.jpg,1.0,4.0
sub-FCT018,HC,mozarella sticks.jpg,5.0,3.0
sub-FCT018,HC,broccoli cauliflower.jpg,4.0,5.0
sub-FCT018,HC,Cheese nachos.jpg,5.0,1.0
sub-FCT018,HC,chicken nuggets2.jpg,5.0,3.0
sub-FCT018,HC,mushrooms.jpg,1.0,2.0
sub-FCT018,HC,turkey sandwich.jpg,5.0,4.0
sub-FCT018,HC,yellow popcorn.jpg,5.0,2.0
sub-FCT018,HC,string cheese.jpg,5.0,3.0
sub-FCT018,HC,m_and_m.jpg,5.0,1.0
sub-FCT018,HC,cherries.jpg,5.0,4.0
sub-FCT018,HC,ritz.jpg,3.0,2.0
sub-FCT018,HC,pickles.jpg,4.0,4.0
sub-FCT018,HC,saltines.jpg,3.0,1.0
sub-FCT018,HC,froot loops w milk.jpg,5.0,3.0
sub-FCT018,HC,baguette oil.jpg,4.0,1.0
sub-FCT018,HC,cookies.jpg,5.0,1.0
sub-FCT019,HC,orange slices.jpg,5.0,1.0
sub-FCT019,HC,Grapes.jpg,4.0,4.0
sub-FCT019,HC,baguette oil.jpg,3.0,2.0
sub-FCT019,HC,doughnuts.jpg,4.0,1.0
sub-FCT019,HC,burger.jpg,4.0,3.0
sub-FCT019,HC,mac & cheese.jpg,5.0,3.0
sub-FCT019,HC,cucumber slices.jpg,5.0,5.0
sub-FCT019,HC,turkey sandwich.jpg,3.0,2.0
sub-FCT019,HC,mushrooms.jpg,5.0,5.0
sub-FCT019,HC,raisins.jpg,2.0,3.0
sub-FCT019,HC,froot loops w milk.jpg,1.0,1.0
sub-FCT019,HC,grilled chicken strips.jpg,5.0,4.0
sub-FCT019,HC,kiwi.jpg,5.0,5.0
sub-FCT019,HC,PB.jpg,5.0,3.0
sub-FCT019,HC,sour patch.jpg,1.0,1.0
sub-FCT019,HC,Whole milk.jpg,4.0,3.0
sub-FCT019,HC,broccoli cauliflower.jpg,4.0,5.0
sub-FCT019,HC,baked potato.jpg,3.0,2.0
sub-FCT019,HC,green beans.jpg,5.0,5.0
sub-FCT019,HC,string cheese.jpg,4.0,3.0
sub-FCT019,HC,corn cob.jpg,5.0,5.0
sub-FCT019,HC,baby cheese.jpg,5.0,4.0
sub-FCT019,HC,american cheese.jpg,3.0,3.0
sub-FCT019,HC,soup with spoon.jpg,3.0,3.0
sub-FCT019,HC,sushi w_condiments.jpg,5.0,4.0
sub-FCT019,HC,mini muffins.jpg,2.0,1.0
sub-FCT019,HC,seaweed.jpg,3.0,5.0
sub-FCT019,HC,mozarella sticks.jpg,4.0,2.0
sub-FCT019,HC,cookies.jpg,5.0,1.0
sub-FCT019,HC,steak.jpg,5.0,3.0
sub-FCT019,HC,granola w milk.jpg,2.0,3.0
sub-FCT019,HC,soy chips.jpg,1.0,2.0
sub-FCT019,HC,1%milk.jpg,3.0,3.0
sub-FCT019,HC,rice cakes.jpg,1.0,2.0
sub-FCT019,HC,yogurt pretzels.jpg,2.0,2.0
sub-FCT019,HC,Cheese nachos.jpg,4.0,2.0
sub-FCT019,HC,chicken nuggets2.jpg,4.0,2.0
sub-FCT019,HC,cherry tomato.jpg,5.0,5.0
sub-FCT019,HC,Pretzels.jpg,1.0,2.0
sub-FCT019,HC,grilled cheese.jpg,5.0,3.0
sub-FCT019,HC,Hershey Kisses.jpg,4.0,2.0
sub-FCT019,HC,Tribe humus pita.jpg,4.0,3.0
sub-FCT019,HC,rigatoni.jpg,3.0,2.0
sub-FCT019,HC,m_and_m.jpg,2.0,1.0
sub-FCT019,HC,mashed potato.jpg,4.0,
sub-FCT019,HC,avacado.jpg,5.0,5.0
sub-FCT019,HC,ice cream sundae 002.jpg,4.0,2.0
sub-FCT019,HC,rigatoni and sauce.jpg,4.0,3.0
sub-FCT019,HC,bagel and cc.jpg,3.0,2.0
sub-FCT019,HC,peaches.jpg,5.0,5.0
sub-FCT019,HC,eggs.jpg,4.0,4.0
sub-FCT019,HC,reeses.jpg,4.0,1.0
sub-FCT019,HC,cherries.jpg,4.0,4.0
sub-FCT019,HC,ritz.jpg,2.0,2.0
sub-FCT019,HC,salad w chicken.jpg,4.0,3.0
sub-FCT019,HC,air popcorn.jpg,3.0,3.0
sub-FCT019,HC,raisin bran w milk.jpg,2.0,3.0
sub-FCT019,HC,yogurt no spoon.jpg,4.0,4.0
sub-FCT019,HC,yellow popcorn.jpg,2.0,1.0
sub-FCT019,HC,pizza.jpg,4.0,3.0
sub-FCT019,HC,strawberries.jpg,5.0,5.0
sub-FCT019,HC,french fries.jpg,5.0,2.0
sub-FCT019,HC,bagel plain.jpg,2.0,2.0
sub-FCT019,HC,tacos.jpg,5.0,3.0
sub-FCT019,HC,Skim milk.jpg,2.0,3.0
sub-FCT019,HC,hotdog w must.jpg,3.0,2.0
sub-FCT019,HC,pickles.jpg,4.0,2.0
sub-FCT019,HC,apple slices.jpg,4.0,5.0
sub-FCT019,HC,banana.jpg,3.0,5.0
sub-FCT019,HC,lollipops.jpg,2.0,1.0
sub-FCT019,HC,brownie.jpg,5.0,1.0
sub-FCT019,HC,trail mix.jpg,5.0,5.0
sub-FCT019,HC,fried eggs.jpg,4.0,4.0
sub-FCT019,HC,celery and carrot sticks.jpg,3.0,5.0
