subjid,group,food,taste_rating,health_rating
sub-FCT007,HC,sushi w_condiments.jpg,4.0,4.0
sub-FCT007,HC,kiwi.jpg,5.0,5.0
sub-FCT007,HC,trail mix.jpg,4.0,4.0
sub-FCT007,HC,eggs.jpg,1.0,4.0
sub-FCT007,HC,ice cream sundae 002.jpg,2.0,2.0
sub-FCT007,HC,PB.jpg,5.0,3.0
sub-FCT007,HC,rice cakes.jpg,3.0,3.0
sub-FCT007,HC,bagel plain.jpg,3.0,2.0
sub-FCT007,HC,yogurt pretzels.jpg,5.0,2.0
sub-FCT007,HC,pizza.jpg,3.0,2.0
sub-FCT007,HC,mini muffins.jpg,3.0,2.0
sub-FCT007,HC,peaches.jpg,5.0,5.0
sub-FCT007,HC,hotdog w must.jpg,4.0,2.0
sub-FCT007,HC,doughnuts.jpg,2.0,1.0
sub-FCT007,HC,burger.jpg,4.0,2.0
sub-FCT007,HC,cupcakes am.jpg,3.0,1.0
sub-FCT007,HC,tacos.jpg,3.0,2.0
sub-FCT007,HC,1%milk.jpg,4.0,4.0
sub-FCT007,HC,baby cheese.jpg,2.0,2.0
sub-FCT007,HC,granola w milk.jpg,4.0,4.0
sub-FCT007,HC,bagel and cc.jpg,4.0,2.0
sub-FCT007,HC,lollipops.jpg,2.0,1.0
sub-FCT007,HC,french fries.jpg,2.0,1.0
sub-FCT007,HC,brownie.jpg,3.0,1.0
sub-FCT007,HC,soy chips.jpg,3.0,3.0
sub-FCT007,HC,rigatoni and sauce.jpg,5.0,4.0
sub-FCT007,HC,steak.jpg,5.0,3.0
sub-FCT007,HC,sour patch.jpg,4.0,1.0
sub-FCT007,HC,corn cob.jpg,5.0,5.0
sub-FCT007,HC,cucumber slices.jpg,4.0,5.0
sub-FCT007,HC,Skim milk.jpg,4.0,5.0
sub-FCT007,HC,mac & cheese.jpg,4.0,2.0
sub-FCT007,HC,orange slices.jpg,4.0,5.0
sub-FCT007,HC,cherry tomato.jpg,4.0,5.0
sub-FCT007,HC,Whole milk.jpg,3.0,3.0
sub-FCT007,HC,apple slices.jpg,5.0,5.0
sub-FCT007,HC,reeses.jpg,5.0,1.0
sub-FCT007,HC,seaweed.jpg,4.0,3.0
sub-FCT007,HC,mozarella sticks.jpg,5.0,2.0
sub-FCT007,HC,broccoli cauliflower.jpg,4.0,5.0
sub-FCT007,HC,Cheese nachos.jpg,3.0,1.0
sub-FCT007,HC,chicken nuggets2.jpg,2.0,2.0
sub-FCT007,HC,mushrooms.jpg,3.0,5.0
sub-FCT007,HC,turkey sandwich.jpg,4.0,3.0
sub-FCT007,HC,yellow popcorn.jpg,3.0,3.0
sub-FCT007,HC,string cheese.jpg,4.0,4.0
sub-FCT007,HC,m_and_m.jpg,5.0,1.0
sub-FCT007,HC,cherries.jpg,5.0,5.0
sub-FCT007,HC,ritz.jpg,3.0,3.0
sub-FCT007,HC,pickles.jpg,5.0,2.0
sub-FCT007,HC,saltines.jpg,2.0,3.0
sub-FCT007,HC,froot loops w milk.jpg,2.0,2.0
sub-FCT007,HC,baguette oil.jpg,5.0,3.0
sub-FCT007,HC,cookies.jpg,4.0,1.0
sub-FCT008,HC,m_and_m.jpg,2.0,1.0
sub-FCT008,HC,yogurt pretzels.jpg,1.0,1.0
sub-FCT008,HC,mozarella sticks.jpg,4.0,1.0
sub-FCT008,HC,yogurt no spoon.jpg,5.0,4.0
sub-FCT008,HC,corn cob.jpg,2.0,5.0
sub-FCT008,HC,1%milk.jpg,3.0,5.0
sub-FCT008,HC,reeses.jpg,4.0,1.0
sub-FCT008,HC,kiwi.jpg,5.0,5.0
sub-FCT008,HC,orange slices.jpg,5.0,5.0
sub-FCT008,HC,baby cheese.jpg,3.0,2.0
sub-FCT008,HC,Tribe humus pita.jpg,4.0,4.0
sub-FCT008,HC,rigatoni and sauce.jpg,4.0,3.0
sub-FCT008,HC,Cheese nachos.jpg,2.0,1.0
sub-FCT008,HC,bagel plain.jpg,1.0,1.0
sub-FCT008,HC,burger.jpg,1.0,2.0
sub-FCT008,HC,air popcorn.jpg,4.0,5.0
sub-FCT008,HC,string cheese.jpg,2.0,2.0
sub-FCT008,HC,celery and carrot sticks.jpg,5.0,5.0
sub-FCT008,HC,raisin bran w milk.jpg,4.0,4.0
sub-FCT008,HC,seaweed.jpg,1.0,3.0
sub-FCT008,HC,green beans.jpg,4.0,5.0
sub-FCT008,HC,sushi w_condiments.jpg,4.0,4.0
sub-FCT008,HC,baguette oil.jpg,1.0,1.0
sub-FCT008,HC,grilled cheese.jpg,4.0,2.0
sub-FCT008,HC,eggs.jpg,3.0,5.0
sub-FCT008,HC,Hershey Kisses.jpg,4.0,1.0
sub-FCT008,HC,apple slices.jpg,5.0,5.0
sub-FCT008,HC,rigatoni.jpg,2.0,4.0
sub-FCT008,HC,hotdog w must.jpg,1.0,1.0
sub-FCT008,HC,grilled chicken strips.jpg,4.0,5.0
sub-FCT008,HC,trail mix.jpg,4.0,4.0
sub-FCT008,HC,mini muffins.jpg,2.0,1.0
sub-FCT008,HC,Pretzels.jpg,1.0,1.0
sub-FCT008,HC,fried eggs.jpg,4.0,3.0
sub-FCT008,HC,granola w milk.jpg,4.0,4.0
sub-FCT008,HC,chicken nuggets2.jpg,2.0,1.0
sub-FCT008,HC,broccoli cauliflower.jpg,5.0,5.0
sub-FCT008,HC,soy chips.jpg,3.0,5.0
sub-FCT008,HC,pickles.jpg,1.0,5.0
sub-FCT008,HC,lollipops.jpg,1.0,1.0
sub-FCT008,HC,froot loops w milk.jpg,3.0,1.0
sub-FCT008,HC,cucumber slices.jpg,3.0,5.0
sub-FCT008,HC,banana.jpg,5.0,5.0
sub-FCT008,HC,bagel and cc.jpg,1.0,1.0
sub-FCT008,HC,PB.jpg,4.0,3.0
sub-FCT008,HC,peaches.jpg,3.0,5.0
sub-FCT008,HC,ice cream sundae 002.jpg,3.0,1.0
sub-FCT008,HC,Skim milk.jpg,4.0,5.0
sub-FCT008,HC,Grapes.jpg,4.0,4.0
sub-FCT008,HC,cupcakes am.jpg,3.0,1.0
sub-FCT008,HC,soup with spoon.jpg,5.0,5.0
sub-FCT008,HC,salad w chicken.jpg,3.0,3.0
sub-FCT008,HC,mac & cheese.jpg,2.0,2.0
sub-FCT008,HC,saltines.jpg,1.0,1.0
sub-FCT008,HC,doughnuts.jpg,3.0,1.0
sub-FCT008,HC,Whole milk.jpg,1.0,1.0
sub-FCT008,HC,mushrooms.jpg,4.0,5.0
sub-FCT008,HC,pizza.jpg,1.0,1.0
sub-FCT008,HC,steak.jpg,2.0,1.0
sub-FCT008,HC,yellow popcorn.jpg,2.0,2.0
sub-FCT008,HC,cherry tomato.jpg,4.0,5.0
sub-FCT008,HC,mashed potato.jpg,2.0,
sub-FCT008,HC,raisins.jpg,4.0,3.0
sub-FCT008,HC,turkey sandwich.jpg,2.0,3.0
sub-FCT008,HC,strawberries.jpg,5.0,5.0
sub-FCT008,HC,french fries.jpg,1.0,1.0
sub-FCT008,HC,rice cakes.jpg,3.0,4.0
sub-FCT008,HC,baked potato.jpg,2.0,2.0
sub-FCT008,HC,cherries.jpg,4.0,4.0
sub-FCT008,HC,american cheese.jpg,2.0,2.0
sub-FCT008,HC,tacos.jpg,3.0,2.0
sub-FCT008,HC,ritz.jpg,3.0,2.0
sub-FCT008,HC,cookies.jpg,4.0,1.0
sub-FCT008,HC,sour patch.jpg,1.0,1.0
sub-FCT008,HC,avacado.jpg,5.0,5.0
sub-FCT008,HC,brownie.jpg,1.0,1.0
sub-FCT009,HC,strawberries.jpg,5.0,4.0
sub-FCT009,HC,soup with spoon.jpg,3.0,3.0
sub-FCT009,HC,Hershey Kisses.jpg,2.0,1.0
sub-FCT009,HC,Pretzels.jpg,3.0,2.0
sub-FCT009,HC,american cheese.jpg,1.0,2.0
sub-FCT009,HC,green beans.jpg,1.0,5.0
sub-FCT009,HC,raisin bran w milk.jpg,2.0,4.0
sub-FCT009,HC,Grapes.jpg,4.0,5.0
sub-FCT009,HC,raisins.jpg,2.0,3.0
sub-FCT009,HC,rigatoni.jpg,2.0,3.0
sub-FCT009,HC,fried eggs.jpg,4.0,3.0
sub-FCT009,HC,salad w chicken.jpg,3.0,2.0
sub-FCT009,HC,grilled chicken strips.jpg,3.0,4.0
sub-FCT009,HC,grilled cheese.jpg,1.0,1.0
sub-FCT009,HC,Tribe humus pita.jpg,4.0,3.0
sub-FCT009,HC,air popcorn.jpg,3.0,3.0
sub-FCT009,HC,baked potato.jpg,3.0,3.0
sub-FCT009,HC,banana.jpg,4.0,4.0
sub-FCT009,HC,yogurt no spoon.jpg,5.0,4.0
sub-FCT009,HC,avacado.jpg,4.0,5.0
sub-FCT009,HC,mashed potato.jpg,2.0,2.0
sub-FCT009,HC,celery and carrot sticks.jpg,1.0,5.0
sub-FCT009,HC,sushi w_condiments.jpg,4.0,3.0
sub-FCT009,HC,kiwi.jpg,4.0,5.0
sub-FCT009,HC,trail mix.jpg,2.0,2.0
sub-FCT009,HC,eggs.jpg,4.0,4.0
sub-FCT009,HC,ice cream sundae 002.jpg,5.0,1.0
sub-FCT009,HC,PB.jpg,4.0,2.0
sub-FCT009,HC,rice cakes.jpg,3.0,3.0
sub-FCT009,HC,bagel plain.jpg,2.0,2.0
sub-FCT009,HC,yogurt pretzels.jpg,4.0,1.0
sub-FCT009,HC,pizza.jpg,4.0,1.0
sub-FCT009,HC,mini muffins.jpg,3.0,1.0
sub-FCT009,HC,peaches.jpg,4.0,5.0
sub-FCT009,HC,hotdog w must.jpg,4.0,1.0
sub-FCT009,HC,doughnuts.jpg,2.0,1.0
sub-FCT009,HC,burger.jpg,4.0,2.0
sub-FCT009,HC,cupcakes am.jpg,2.0,1.0
sub-FCT009,HC,tacos.jpg,2.0,1.0
sub-FCT009,HC,1%milk.jpg,3.0,4.0
sub-FCT009,HC,baby cheese.jpg,1.0,2.0
sub-FCT009,HC,granola w milk.jpg,3.0,4.0
sub-FCT009,HC,bagel and cc.jpg,1.0,2.0
sub-FCT009,HC,lollipops.jpg,2.0,1.0
sub-FCT009,HC,french fries.jpg,5.0,1.0
sub-FCT009,HC,brownie.jpg,2.0,1.0
sub-FCT009,HC,soy chips.jpg,3.0,2.0
sub-FCT009,HC,rigatoni and sauce.jpg,3.0,4.0
sub-FCT009,HC,steak.jpg,5.0,3.0
sub-FCT009,HC,sour patch.jpg,4.0,1.0
sub-FCT009,HC,corn cob.jpg,3.0,2.0
sub-FCT009,HC,cucumber slices.jpg,2.0,5.0
sub-FCT009,HC,Skim milk.jpg,4.0,4.0
sub-FCT009,HC,mac & cheese.jpg,1.0,1.0
sub-FCT009,HC,orange slices.jpg,4.0,5.0
sub-FCT009,HC,cherry tomato.jpg,5.0,4.0
sub-FCT009,HC,Whole milk.jpg,3.0,3.0
sub-FCT009,HC,apple slices.jpg,4.0,5.0
sub-FCT009,HC,reeses.jpg,3.0,1.0
sub-FCT009,HC,seaweed.jpg,5.0,3.0
sub-FCT009,HC,mozarella sticks.jpg,1.0,1.0
sub-FCT009,HC,broccoli cauliflower.jpg,1.0,1.0
sub-FCT009,HC,Cheese nachos.jpg,1.0,1.0
sub-FCT009,HC,chicken nuggets2.jpg,5.0,2.0
sub-FCT009,HC,mushrooms.jpg,1.0,4.0
sub-FCT009,HC,turkey sandwich.jpg,3.0,3.0
sub-FCT009,HC,yellow popcorn.jpg,4.0,1.0
sub-FCT009,HC,string cheese.jpg,1.0,1.0
sub-FCT009,HC,m_and_m.jpg,2.0,1.0
sub-FCT009,HC,cherries.jpg,5.0,4.0
sub-FCT009,HC,ritz.jpg,4.0,2.0
sub-FCT009,HC,pickles.jpg,4.0,2.0
sub-FCT009,HC,saltines.jpg,3.0,2.0
sub-FCT009,HC,froot loops w milk.jpg,1.0,2.0
sub-FCT009,HC,baguette oil.jpg,4.0,2.0
sub-FCT009,HC,cookies.jpg,3.0,5.0
sub-FCT010,HC,orange slices.jpg,5.0,5.0
sub-FCT010,HC,Grapes.jpg,5.0,5.0
sub-FCT010,HC,baguette oil.jpg,5.0,4.0
sub-FCT010,HC,doughnuts.jpg,5.0,1.0
sub-FCT010,HC,burger.jpg,5.0,1.0
sub-FCT010,HC,mac & cheese.jpg,5.0,1.0
sub-FCT010,HC,cucumber slices.jpg,5.0,5.0
sub-FCT010,HC,turkey sandwich.jpg,4.0,3.0
sub-FCT010,HC,mushrooms.jpg,4.0,5.0
sub-FCT010,HC,raisins.jpg,4.0,3.0
sub-FCT010,HC,froot loops w milk.jpg,5.0,3.0
sub-FCT010,HC,grilled chicken strips.jpg,5.0,4.0
sub-FCT010,HC,kiwi.jpg,5.0,5.0
sub-FCT010,HC,PB.jpg,1.0,1.0
sub-FCT010,HC,sour patch.jpg,5.0,1.0
sub-FCT010,HC,Whole milk.jpg,5.0,5.0
sub-FCT010,HC,broccoli cauliflower.jpg,5.0,5.0
sub-FCT010,HC,baked potato.jpg,4.0,2.0
sub-FCT010,HC,green beans.jpg,5.0,5.0
sub-FCT010,HC,string cheese.jpg,4.0,3.0
sub-FCT010,HC,corn cob.jpg,5.0,4.0
sub-FCT010,HC,baby cheese.jpg,5.0,3.0
sub-FCT010,HC,american cheese.jpg,5.0,2.0
sub-FCT010,HC,soup with spoon.jpg,4.0,4.0
sub-FCT010,HC,sushi w_condiments.jpg,4.0,3.0
sub-FCT010,HC,mini muffins.jpg,5.0,1.0
sub-FCT010,HC,seaweed.jpg,4.0,4.0
sub-FCT010,HC,mozarella sticks.jpg,4.0,2.0
sub-FCT010,HC,cookies.jpg,5.0,1.0
sub-FCT010,HC,steak.jpg,5.0,5.0
sub-FCT010,HC,granola w milk.jpg,4.0,4.0
sub-FCT010,HC,soy chips.jpg,2.0,3.0
sub-FCT010,HC,1%milk.jpg,2.0,4.0
sub-FCT010,HC,rice cakes.jpg,2.0,3.0
sub-FCT010,HC,yogurt pretzels.jpg,1.0,1.0
sub-FCT010,HC,Cheese nachos.jpg,4.0,2.0
sub-FCT010,HC,chicken nuggets2.jpg,5.0,2.0
sub-FCT010,HC,cherry tomato.jpg,5.0,5.0
sub-FCT010,HC,Pretzels.jpg,5.0,3.0
sub-FCT010,HC,grilled cheese.jpg,5.0,3.0
sub-FCT010,HC,Hershey Kisses.jpg,5.0,1.0
sub-FCT010,HC,Tribe humus pita.jpg,5.0,2.0
sub-FCT010,HC,rigatoni.jpg,4.0,3.0
sub-FCT010,HC,m_and_m.jpg,5.0,1.0
sub-FCT010,HC,mashed potato.jpg,4.0,3.0
sub-FCT010,HC,avacado.jpg,5.0,4.0
sub-FCT010,HC,ice cream sundae 002.jpg,5.0,1.0
sub-FCT010,HC,rigatoni and sauce.jpg,5.0,2.0
sub-FCT010,HC,bagel and cc.jpg,5.0,3.0
sub-FCT010,HC,peaches.jpg,5.0,5.0
sub-FCT010,HC,eggs.jpg,5.0,4.0
sub-FCT010,HC,reeses.jpg,4.0,1.0
sub-FCT010,HC,cherries.jpg,5.0,5.0
sub-FCT010,HC,ritz.jpg,4.0,3.0
sub-FCT010,HC,salad w chicken.jpg,4.0,3.0
sub-FCT010,HC,air popcorn.jpg,4.0,3.0
sub-FCT010,HC,raisin bran w milk.jpg,4.0,4.0
sub-FCT010,HC,yogurt no spoon.jpg,5.0,4.0
sub-FCT010,HC,yellow popcorn.jpg,4.0,1.0
sub-FCT010,HC,pizza.jpg,5.0,2.0
sub-FCT010,HC,strawberries.jpg,5.0,5.0
sub-FCT010,HC,french fries.jpg,,1.0
sub-FCT010,HC,bagel plain.jpg,5.0,4.0
sub-FCT010,HC,tacos.jpg,4.0,2.0
sub-FCT010,HC,Skim milk.jpg,,3.0
sub-FCT010,HC,hotdog w must.jpg,4.0,2.0
sub-FCT010,HC,pickles.jpg,5.0,4.0
sub-FCT010,HC,apple slices.jpg,5.0,5.0
sub-FCT010,HC,banana.jpg,4.0,5.0
sub-FCT010,HC,lollipops.jpg,5.0,2.0
sub-FCT010,HC,brownie.jpg,5.0,1.0
sub-FCT010,HC,trail mix.jpg,4.0,3.0
sub-FCT010,HC,fried eggs.jpg,4.0,4.0
sub-FCT010,HC,celery and carrot sticks.jpg,5.0,5.0
sub-FCT010,HC,saltines.jpg,3.0,3.0
sub-FCT010,HC,cupcakes am.jpg,1.0,1.0
sub-FCT011,HC,m_and_m.jpg,4.0,1.0
sub-FCT011,HC,yogurt pretzels.jpg,3.0,3.0
sub-FCT011,HC,mozarella sticks.jpg,3.0,2.0
sub-FCT011,HC,yogurt no spoon.jpg,5.0,4.0
sub-FCT011,HC,corn cob.jpg,5.0,5.0
sub-FCT011,HC,1%milk.jpg,2.0,3.0
sub-FCT011,HC,reeses.jpg,4.0,1.0
sub-FCT011,HC,kiwi.jpg,5.0,5.0
sub-FCT011,HC,orange slices.jpg,5.0,5.0
sub-FCT011,HC,baby cheese.jpg,4.0,3.0
sub-FCT011,HC,Tribe humus pita.jpg,5.0,4.0
sub-FCT011,HC,rigatoni and sauce.jpg,3.0,3.0
sub-FCT011,HC,Cheese nachos.jpg,1.0,2.0
sub-FCT011,HC,bagel plain.jpg,1.0,3.0
sub-FCT011,HC,burger.jpg,4.0,
sub-FCT011,HC,air popcorn.jpg,3.0,5.0
sub-FCT011,HC,string cheese.jpg,,3.0
sub-FCT011,HC,celery and carrot sticks.jpg,1.0,5.0
sub-FCT011,HC,raisin bran w milk.jpg,4.0,3.0
sub-FCT011,HC,seaweed.jpg,1.0,3.0
sub-FCT011,HC,green beans.jpg,4.0,5.0
sub-FCT011,HC,sushi w_condiments.jpg,5.0,5.0
sub-FCT011,HC,baguette oil.jpg,4.0,3.0
sub-FCT011,HC,grilled cheese.jpg,4.0,2.0
sub-FCT011,HC,eggs.jpg,4.0,4.0
sub-FCT011,HC,Hershey Kisses.jpg,3.0,1.0
sub-FCT011,HC,apple slices.jpg,4.0,5.0
sub-FCT011,HC,rigatoni.jpg,2.0,2.0
sub-FCT011,HC,hotdog w must.jpg,3.0,3.0
sub-FCT011,HC,grilled chicken strips.jpg,4.0,4.0
sub-FCT011,HC,trail mix.jpg,5.0,5.0
sub-FCT011,HC,mini muffins.jpg,3.0,2.0
sub-FCT011,HC,Pretzels.jpg,2.0,3.0
sub-FCT011,HC,fried eggs.jpg,4.0,3.0
sub-FCT011,HC,granola w milk.jpg,5.0,4.0
sub-FCT011,HC,chicken nuggets2.jpg,2.0,2.0
sub-FCT011,HC,broccoli cauliflower.jpg,3.0,5.0
sub-FCT011,HC,soy chips.jpg,3.0,3.0
sub-FCT011,HC,pickles.jpg,1.0,2.0
sub-FCT011,HC,lollipops.jpg,1.0,1.0
sub-FCT011,HC,froot loops w milk.jpg,1.0,1.0
sub-FCT011,HC,cucumber slices.jpg,3.0,5.0
sub-FCT011,HC,banana.jpg,5.0,5.0
sub-FCT011,HC,bagel and cc.jpg,3.0,2.0
sub-FCT011,HC,PB.jpg,2.0,2.0
sub-FCT011,HC,peaches.jpg,5.0,5.0
sub-FCT011,HC,ice cream sundae 002.jpg,3.0,2.0
sub-FCT011,HC,Skim milk.jpg,3.0,4.0
sub-FCT011,HC,Grapes.jpg,5.0,5.0
sub-FCT011,HC,cupcakes am.jpg,5.0,1.0
sub-FCT011,HC,soup with spoon.jpg,5.0,5.0
sub-FCT011,HC,salad w chicken.jpg,5.0,3.0
sub-FCT011,HC,mac & cheese.jpg,4.0,2.0
sub-FCT011,HC,saltines.jpg,2.0,3.0
sub-FCT011,HC,doughnuts.jpg,3.0,1.0
sub-FCT011,HC,Whole milk.jpg,1.0,2.0
sub-FCT011,HC,mushrooms.jpg,3.0,4.0
sub-FCT011,HC,pizza.jpg,5.0,2.0
sub-FCT011,HC,steak.jpg,3.0,2.0
sub-FCT011,HC,yellow popcorn.jpg,3.0,2.0
sub-FCT011,HC,cherry tomato.jpg,3.0,5.0
sub-FCT011,HC,mashed potato.jpg,4.0,2.0
sub-FCT011,HC,raisins.jpg,2.0,3.0
sub-FCT011,HC,turkey sandwich.jpg,4.0,4.0
sub-FCT011,HC,strawberries.jpg,4.0,5.0
sub-FCT011,HC,french fries.jpg,3.0,1.0
sub-FCT011,HC,rice cakes.jpg,2.0,4.0
sub-FCT011,HC,baked potato.jpg,2.0,3.0
sub-FCT011,HC,cherries.jpg,5.0,5.0
sub-FCT011,HC,american cheese.jpg,2.0,3.0
sub-FCT011,HC,tacos.jpg,5.0,4.0
sub-FCT011,HC,ritz.jpg,4.0,3.0
sub-FCT011,HC,cookies.jpg,4.0,1.0
sub-FCT011,HC,sour patch.jpg,3.0,1.0
sub-FCT011,HC,avacado.jpg,3.0,5.0
sub-FCT011,HC,brownie.jpg,3.0,1.0
sub-FCT012,HC,orange slices.jpg,3.0,5.0
sub-FCT012,HC,Grapes.jpg,2.0,5.0
sub-FCT012,HC,baguette oil.jpg,1.0,4.0
sub-FCT012,HC,doughnuts.jpg,1.0,2.0
sub-FCT012,HC,burger.jpg,3.0,2.0
sub-FCT012,HC,mac & cheese.jpg,3.0,1.0
sub-FCT012,HC,cucumber slices.jpg,3.0,5.0
sub-FCT012,HC,turkey sandwich.jpg,3.0,3.0
sub-FCT012,HC,mushrooms.jpg,3.0,3.0
sub-FCT012,HC,raisins.jpg,3.0,5.0
sub-FCT012,HC,froot loops w milk.jpg,2.0,2.0
sub-FCT012,HC,grilled chicken strips.jpg,4.0,4.0
sub-FCT012,HC,kiwi.jpg,5.0,5.0
sub-FCT012,HC,PB.jpg,3.0,2.0
sub-FCT012,HC,sour patch.jpg,5.0,1.0
sub-FCT012,HC,Whole milk.jpg,4.0,4.0
sub-FCT012,HC,broccoli cauliflower.jpg,2.0,5.0
sub-FCT012,HC,baked potato.jpg,4.0,4.0
sub-FCT012,HC,green beans.jpg,4.0,4.0
sub-FCT012,HC,string cheese.jpg,4.0,3.0
sub-FCT012,HC,corn cob.jpg,5.0,4.0
sub-FCT012,HC,baby cheese.jpg,5.0,5.0
sub-FCT012,HC,american cheese.jpg,3.0,4.0
sub-FCT012,HC,soup with spoon.jpg,3.0,4.0
sub-FCT012,HC,sushi w_condiments.jpg,5.0,4.0
sub-FCT012,HC,mini muffins.jpg,5.0,2.0
sub-FCT012,HC,seaweed.jpg,5.0,5.0
sub-FCT012,HC,mozarella sticks.jpg,5.0,2.0
sub-FCT012,HC,cookies.jpg,5.0,3.0
sub-FCT012,HC,steak.jpg,5.0,4.0
sub-FCT012,HC,granola w milk.jpg,3.0,5.0
sub-FCT012,HC,soy chips.jpg,2.0,4.0
sub-FCT012,HC,1%milk.jpg,4.0,4.0
sub-FCT012,HC,rice cakes.jpg,2.0,4.0
sub-FCT012,HC,yogurt pretzels.jpg,5.0,3.0
sub-FCT012,HC,Cheese nachos.jpg,4.0,3.0
sub-FCT012,HC,chicken nuggets2.jpg,4.0,2.0
sub-FCT012,HC,cherry tomato.jpg,5.0,5.0
sub-FCT012,HC,Pretzels.jpg,5.0,3.0
sub-FCT012,HC,grilled cheese.jpg,5.0,1.0
sub-FCT012,HC,Hershey Kisses.jpg,4.0,3.0
sub-FCT012,HC,Tribe humus pita.jpg,2.0,5.0
sub-FCT012,HC,rigatoni.jpg,3.0,3.0
sub-FCT012,HC,m_and_m.jpg,5.0,1.0
sub-FCT012,HC,mashed potato.jpg,4.0,3.0
sub-FCT012,HC,avacado.jpg,3.0,5.0
sub-FCT012,HC,ice cream sundae 002.jpg,4.0,3.0
sub-FCT012,HC,rigatoni and sauce.jpg,4.0,3.0
sub-FCT012,HC,bagel and cc.jpg,5.0,3.0
sub-FCT012,HC,peaches.jpg,5.0,5.0
sub-FCT012,HC,eggs.jpg,3.0,4.0
sub-FCT012,HC,reeses.jpg,5.0,2.0
sub-FCT012,HC,cherries.jpg,5.0,5.0
sub-FCT012,HC,ritz.jpg,4.0,2.0
sub-FCT012,HC,salad w chicken.jpg,5.0,3.0
sub-FCT012,HC,air popcorn.jpg,3.0,
sub-FCT012,HC,raisin bran w milk.jpg,2.0,5.0
sub-FCT012,HC,yogurt no spoon.jpg,4.0,5.0
sub-FCT012,HC,yellow popcorn.jpg,5.0,1.0
sub-FCT012,HC,pizza.jpg,5.0,1.0
sub-FCT012,HC,strawberries.jpg,5.0,5.0
sub-FCT012,HC,french fries.jpg,5.0,1.0
sub-FCT012,HC,bagel plain.jpg,3.0,5.0
sub-FCT012,HC,tacos.jpg,2.0,2.0
sub-FCT012,HC,Skim milk.jpg,3.0,5.0
sub-FCT012,HC,hotdog w must.jpg,5.0,1.0
sub-FCT012,HC,pickles.jpg,5.0,3.0
sub-FCT012,HC,apple slices.jpg,4.0,5.0
sub-FCT012,HC,banana.jpg,5.0,5.0
sub-FCT012,HC,lollipops.jpg,5.0,1.0
sub-FCT012,HC,brownie.jpg,5.0,2.0
sub-FCT012,HC,trail mix.jpg,4.0,5.0
sub-FCT012,HC,fried eggs.jpg,4.0,5.0
sub-FCT012,HC,celery and carrot sticks.jpg,2.0,5.0
sub-FCT012,HC,saltines.jpg,4.0,3.0
sub-FCT012,HC,cupcakes am.jpg,,2.0
sub-FCT013,HC,strawberries.jpg,5.0,5.0
sub-FCT013,HC,soup with spoon.jpg,4.0,5.0
sub-FCT013,HC,Hershey Kisses.jpg,4.0,2.0
sub-FCT013,HC,Pretzels.jpg,3.0,3.0
sub-FCT013,HC,american cheese.jpg,3.0,4.0
sub-FCT013,HC,green beans.jpg,4.0,5.0
sub-FCT013,HC,raisin bran w milk.jpg,5.0,5.0
sub-FCT013,HC,Grapes.jpg,5.0,5.0
sub-FCT013,HC,raisins.jpg,4.0,4.0
sub-FCT013,HC,rigatoni.jpg,4.0,4.0
sub-FCT013,HC,fried eggs.jpg,4.0,3.0
sub-FCT013,HC,salad w chicken.jpg,5.0,5.0
sub-FCT013,HC,grilled chicken strips.jpg,4.0,5.0
sub-FCT013,HC,grilled cheese.jpg,4.0,3.0
sub-FCT013,HC,Tribe humus pita.jpg,2.0,4.0
sub-FCT013,HC,air popcorn.jpg,4.0,4.0
sub-FCT013,HC,baked potato.jpg,4.0,4.0
sub-FCT013,HC,banana.jpg,5.0,5.0
sub-FCT013,HC,yogurt no spoon.jpg,4.0,5.0
sub-FCT013,HC,avacado.jpg,5.0,5.0
sub-FCT013,HC,mashed potato.jpg,4.0,4.0
sub-FCT013,HC,celery and carrot sticks.jpg,4.0,5.0
sub-FCT013,HC,sushi w_condiments.jpg,3.0,4.0
sub-FCT013,HC,kiwi.jpg,3.0,5.0
sub-FCT013,HC,trail mix.jpg,5.0,5.0
sub-FCT013,HC,eggs.jpg,5.0,4.0
sub-FCT013,HC,ice cream sundae 002.jpg,2.0,2.0
sub-FCT013,HC,PB.jpg,4.0,5.0
sub-FCT013,HC,rice cakes.jpg,2.0,3.0
sub-FCT013,HC,bagel plain.jpg,4.0,3.0
sub-FCT013,HC,yogurt pretzels.jpg,2.0,4.0
sub-FCT013,HC,pizza.jpg,4.0,2.0
sub-FCT013,HC,mini muffins.jpg,4.0,2.0
sub-FCT013,HC,peaches.jpg,5.0,5.0
sub-FCT013,HC,hotdog w must.jpg,5.0,3.0
sub-FCT013,HC,doughnuts.jpg,4.0,1.0
sub-FCT013,HC,burger.jpg,3.0,3.0
sub-FCT013,HC,cupcakes am.jpg,4.0,2.0
sub-FCT013,HC,tacos.jpg,4.0,4.0
sub-FCT013,HC,1%milk.jpg,4.0,5.0
sub-FCT013,HC,baby cheese.jpg,5.0,3.0
sub-FCT013,HC,granola w milk.jpg,4.0,5.0
sub-FCT013,HC,bagel and cc.jpg,4.0,3.0
sub-FCT013,HC,lollipops.jpg,3.0,1.0
sub-FCT013,HC,french fries.jpg,4.0,2.0
sub-FCT013,HC,brownie.jpg,4.0,1.0
sub-FCT013,HC,soy chips.jpg,2.0,3.0
sub-FCT013,HC,rigatoni and sauce.jpg,5.0,4.0
