subjid,group,ref_food,alt_food,choice_rating
sub-FCT006,HC,PB.jpg,yellow popcorn.jpg,4
sub-FCT006,HC,PB.jpg,cherry tomato.jpg,4
sub-FCT006,HC,PB.jpg,mashed potato.jpg,2
sub-FCT006,HC,PB.jpg,raisins.jpg,2
sub-FCT006,HC,PB.jpg,turkey sandwich.jpg,4
sub-FCT006,HC,PB.jpg,strawberries.jpg,5
sub-FCT006,HC,PB.jpg,french fries.jpg,4
sub-FCT006,HC,PB.jpg,rice cakes.jpg,2
sub-FCT006,HC,PB.jpg,baked potato.jpg,2
sub-FCT006,HC,PB.jpg,cherries.jpg,5
sub-FCT006,HC,PB.jpg,american cheese.jpg,5
sub-FCT006,HC,PB.jpg,tacos.jpg,4
sub-FCT006,HC,PB.jpg,ritz.jpg,2
sub-FCT006,HC,PB.jpg,cookies.jpg,5
sub-FCT006,HC,PB.jpg,sour patch.jpg,5
sub-FCT006,HC,PB.jpg,avacado.jpg,5
sub-FCT006,HC,PB.jpg,brownie.jpg,5
sub-FCT007,HC,ritz.jpg,orange slices.jpg,1
sub-FCT007,HC,ritz.jpg,Grapes.jpg,5
sub-FCT007,HC,ritz.jpg,baguette oil.jpg,5
sub-FCT007,HC,ritz.jpg,doughnuts.jpg,1
sub-FCT007,HC,ritz.jpg,burger.jpg,4
sub-FCT007,HC,ritz.jpg,mac & cheese.jpg,4
sub-FCT007,HC,ritz.jpg,cucumber slices.jpg,4
sub-FCT007,HC,ritz.jpg,turkey sandwich.jpg,4
sub-FCT007,HC,ritz.jpg,mushrooms.jpg,2
sub-FCT007,HC,ritz.jpg,raisins.jpg,2
sub-FCT007,HC,ritz.jpg,froot loops w milk.jpg,2
sub-FCT007,HC,ritz.jpg,grilled chicken strips.jpg,4
sub-FCT007,HC,ritz.jpg,kiwi.jpg,5
sub-FCT007,HC,ritz.jpg,PB.jpg,5
sub-FCT007,HC,ritz.jpg,sour patch.jpg,5
sub-FCT007,HC,ritz.jpg,Whole milk.jpg,4
sub-FCT007,HC,ritz.jpg,broccoli cauliflower.jpg,2
sub-FCT007,HC,ritz.jpg,baked potato.jpg,4
sub-FCT007,HC,ritz.jpg,green beans.jpg,4
sub-FCT007,HC,ritz.jpg,string cheese.jpg,4
sub-FCT007,HC,ritz.jpg,corn cob.jpg,4
sub-FCT007,HC,ritz.jpg,baby cheese.jpg,4
sub-FCT007,HC,ritz.jpg,american cheese.jpg,2
sub-FCT007,HC,ritz.jpg,soup with spoon.jpg,4
sub-FCT007,HC,ritz.jpg,sushi w_condiments.jpg,5
sub-FCT007,HC,ritz.jpg,mini muffins.jpg,4
sub-FCT007,HC,ritz.jpg,seaweed.jpg,4
sub-FCT007,HC,ritz.jpg,mozarella sticks.jpg,4
sub-FCT007,HC,ritz.jpg,cookies.jpg,4
sub-FCT007,HC,ritz.jpg,steak.jpg,4
sub-FCT007,HC,ritz.jpg,granola w milk.jpg,5
sub-FCT007,HC,ritz.jpg,soy chips.jpg,4
sub-FCT007,HC,ritz.jpg,1%milk.jpg,4
sub-FCT007,HC,ritz.jpg,rice cakes.jpg,4
sub-FCT007,HC,ritz.jpg,yogurt pretzels.jpg,5
sub-FCT007,HC,ritz.jpg,Cheese nachos.jpg,2
sub-FCT007,HC,ritz.jpg,chicken nuggets2.jpg,2
sub-FCT007,HC,ritz.jpg,cherry tomato.jpg,4
sub-FCT007,HC,ritz.jpg,Pretzels.jpg,5
sub-FCT007,HC,ritz.jpg,grilled cheese.jpg,5
sub-FCT007,HC,ritz.jpg,Hershey Kisses.jpg,4
sub-FCT007,HC,ritz.jpg,Tribe humus pita.jpg,5
sub-FCT007,HC,ritz.jpg,rigatoni.jpg,2
sub-FCT007,HC,ritz.jpg,m_and_m.jpg,5
sub-FCT007,HC,ritz.jpg,mashed potato.jpg,4
sub-FCT007,HC,ritz.jpg,avacado.jpg,5
sub-FCT007,HC,ritz.jpg,ice cream sundae 002.jpg,4
sub-FCT007,HC,ritz.jpg,rigatoni and sauce.jpg,5
sub-FCT007,HC,ritz.jpg,bagel and cc.jpg,5
sub-FCT007,HC,ritz.jpg,peaches.jpg,5
sub-FCT007,HC,ritz.jpg,eggs.jpg,1
sub-FCT007,HC,ritz.jpg,reeses.jpg,5
sub-FCT007,HC,ritz.jpg,cherries.jpg,5
sub-FCT007,HC,ritz.jpg,salad w chicken.jpg,5
sub-FCT007,HC,ritz.jpg,air popcorn.jpg,5
sub-FCT007,HC,ritz.jpg,raisin bran w milk.jpg,4
sub-FCT007,HC,ritz.jpg,yogurt no spoon.jpg,5
sub-FCT007,HC,ritz.jpg,yellow popcorn.jpg,5
sub-FCT007,HC,ritz.jpg,pizza.jpg,5
sub-FCT007,HC,ritz.jpg,strawberries.jpg,5
sub-FCT007,HC,ritz.jpg,french fries.jpg,2
sub-FCT007,HC,ritz.jpg,bagel plain.jpg,4
sub-FCT007,HC,ritz.jpg,tacos.jpg,4
sub-FCT007,HC,ritz.jpg,Skim milk.jpg,4
sub-FCT007,HC,ritz.jpg,hotdog w must.jpg,5
sub-FCT007,HC,ritz.jpg,pickles.jpg,5
sub-FCT007,HC,ritz.jpg,apple slices.jpg,5
sub-FCT007,HC,ritz.jpg,banana.jpg,4
sub-FCT007,HC,ritz.jpg,lollipops.jpg,2
sub-FCT007,HC,ritz.jpg,brownie.jpg,4
sub-FCT007,HC,ritz.jpg,trail mix.jpg,5
sub-FCT007,HC,ritz.jpg,fried eggs.jpg,1
sub-FCT007,HC,ritz.jpg,celery and carrot sticks.jpg,4
sub-FCT007,HC,ritz.jpg,saltines.jpg,2
sub-FCT007,HC,ritz.jpg,cupcakes am.jpg,4
sub-FCT008,HC,salad w chicken.jpg,orange slices.jpg,5
sub-FCT008,HC,salad w chicken.jpg,mushrooms.jpg,4
sub-FCT008,HC,salad w chicken.jpg,rigatoni and sauce.jpg,3
sub-FCT008,HC,salad w chicken.jpg,turkey sandwich.jpg,1
sub-FCT008,HC,salad w chicken.jpg,PB.jpg,2
sub-FCT008,HC,salad w chicken.jpg,Whole milk.jpg,1
sub-FCT008,HC,salad w chicken.jpg,doughnuts.jpg,1
sub-FCT008,HC,salad w chicken.jpg,Tribe humus pita.jpg,5
sub-FCT008,HC,salad w chicken.jpg,fried eggs.jpg,1
sub-FCT008,HC,salad w chicken.jpg,Hershey Kisses.jpg,1
sub-FCT008,HC,salad w chicken.jpg,celery and carrot sticks.jpg,5
sub-FCT008,HC,salad w chicken.jpg,grilled cheese.jpg,1
sub-FCT008,HC,salad w chicken.jpg,peaches.jpg,4
sub-FCT008,HC,salad w chicken.jpg,trail mix.jpg,3
sub-FCT008,HC,salad w chicken.jpg,apple slices.jpg,5
sub-FCT008,HC,salad w chicken.jpg,sour patch.jpg,1
sub-FCT008,HC,salad w chicken.jpg,baked potato.jpg,1
sub-FCT008,HC,salad w chicken.jpg,mashed potato.jpg,1
sub-FCT008,HC,salad w chicken.jpg,american cheese.jpg,1
sub-FCT008,HC,salad w chicken.jpg,cookies.jpg,1
sub-FCT008,HC,salad w chicken.jpg,mozarella sticks.jpg,2
sub-FCT008,HC,salad w chicken.jpg,banana.jpg,5
sub-FCT008,HC,salad w chicken.jpg,tacos.jpg,1
sub-FCT008,HC,salad w chicken.jpg,air popcorn.jpg,1
sub-FCT008,HC,salad w chicken.jpg,bagel plain.jpg,1
sub-FCT008,HC,salad w chicken.jpg,cherry tomato.jpg,1
sub-FCT008,HC,salad w chicken.jpg,chicken nuggets2.jpg,1
sub-FCT008,HC,salad w chicken.jpg,pizza.jpg,1
sub-FCT008,HC,salad w chicken.jpg,Cheese nachos.jpg,1
sub-FCT008,HC,salad w chicken.jpg,french fries.jpg,1
sub-FCT008,HC,salad w chicken.jpg,soup with spoon.jpg,5
sub-FCT008,HC,salad w chicken.jpg,reeses.jpg,1
sub-FCT008,HC,salad w chicken.jpg,baby cheese.jpg,1
sub-FCT008,HC,salad w chicken.jpg,raisins.jpg,2
sub-FCT008,HC,salad w chicken.jpg,rigatoni.jpg,1
sub-FCT008,HC,salad w chicken.jpg,eggs.jpg,2
sub-FCT008,HC,salad w chicken.jpg,green beans.jpg,5
sub-FCT008,HC,salad w chicken.jpg,hotdog w must.jpg,1
sub-FCT008,HC,salad w chicken.jpg,saltines.jpg,1
sub-FCT008,HC,salad w chicken.jpg,granola w milk.jpg,1
sub-FCT008,HC,salad w chicken.jpg,mac & cheese.jpg,1
sub-FCT008,HC,salad w chicken.jpg,lollipops.jpg,1
sub-FCT008,HC,salad w chicken.jpg,cucumber slices.jpg,2
sub-FCT008,HC,salad w chicken.jpg,Pretzels.jpg,1
sub-FCT008,HC,salad w chicken.jpg,bagel and cc.jpg,1
sub-FCT008,HC,salad w chicken.jpg,cherries.jpg,1
sub-FCT008,HC,salad w chicken.jpg,Grapes.jpg,2
sub-FCT008,HC,salad w chicken.jpg,burger.jpg,1
sub-FCT008,HC,salad w chicken.jpg,baguette oil.jpg,1
sub-FCT008,HC,salad w chicken.jpg,string cheese.jpg,2
sub-FCT008,HC,salad w chicken.jpg,ritz.jpg,1
sub-FCT008,HC,salad w chicken.jpg,yellow popcorn.jpg,1
sub-FCT008,HC,salad w chicken.jpg,froot loops w milk.jpg,1
sub-FCT008,HC,salad w chicken.jpg,cupcakes am.jpg,1
sub-FCT008,HC,salad w chicken.jpg,broccoli cauliflower.jpg,5
sub-FCT008,HC,salad w chicken.jpg,ice cream sundae 002.jpg,1
sub-FCT008,HC,salad w chicken.jpg,seaweed.jpg,1
sub-FCT008,HC,salad w chicken.jpg,Skim milk.jpg,1
sub-FCT008,HC,salad w chicken.jpg,avacado.jpg,4
sub-FCT008,HC,salad w chicken.jpg,pickles.jpg,1
sub-FCT008,HC,salad w chicken.jpg,corn cob.jpg,1
sub-FCT008,HC,salad w chicken.jpg,strawberries.jpg,4
sub-FCT008,HC,salad w chicken.jpg,soy chips.jpg,2
sub-FCT008,HC,salad w chicken.jpg,kiwi.jpg,5
sub-FCT008,HC,salad w chicken.jpg,m_and_m.jpg,1
sub-FCT008,HC,salad w chicken.jpg,mini muffins.jpg,1
sub-FCT008,HC,salad w chicken.jpg,brownie.jpg,1
sub-FCT008,HC,salad w chicken.jpg,steak.jpg,1
sub-FCT008,HC,salad w chicken.jpg,1%milk.jpg,1
sub-FCT008,HC,salad w chicken.jpg,raisin bran w milk.jpg,1
sub-FCT008,HC,salad w chicken.jpg,sushi w_condiments.jpg,5
sub-FCT008,HC,salad w chicken.jpg,rice cakes.jpg,1
sub-FCT008,HC,salad w chicken.jpg,yogurt no spoon.jpg,1
sub-FCT008,HC,salad w chicken.jpg,yogurt pretzels.jpg,1
sub-FCT009,HC,Whole milk.jpg,orange slices.jpg,5
sub-FCT009,HC,Whole milk.jpg,Grapes.jpg,4
sub-FCT009,HC,Whole milk.jpg,baguette oil.jpg,5
sub-FCT009,HC,Whole milk.jpg,doughnuts.jpg,2
sub-FCT009,HC,Whole milk.jpg,burger.jpg,5
sub-FCT009,HC,Whole milk.jpg,mac & cheese.jpg,1
sub-FCT009,HC,Whole milk.jpg,cucumber slices.jpg,2
sub-FCT009,HC,Whole milk.jpg,turkey sandwich.jpg,4
sub-FCT009,HC,Whole milk.jpg,mushrooms.jpg,1
sub-FCT009,HC,Whole milk.jpg,raisins.jpg,2
sub-FCT009,HC,Whole milk.jpg,froot loops w milk.jpg,4
sub-FCT009,HC,Whole milk.jpg,grilled chicken strips.jpg,5
sub-FCT009,HC,Whole milk.jpg,kiwi.jpg,4
sub-FCT009,HC,Whole milk.jpg,PB.jpg,4
sub-FCT009,HC,Whole milk.jpg,sour patch.jpg,4
sub-FCT009,HC,Whole milk.jpg,broccoli cauliflower.jpg,1
sub-FCT009,HC,Whole milk.jpg,baked potato.jpg,4
sub-FCT009,HC,Whole milk.jpg,green beans.jpg,2
sub-FCT009,HC,Whole milk.jpg,string cheese.jpg,1
sub-FCT009,HC,Whole milk.jpg,corn cob.jpg,4
sub-FCT009,HC,Whole milk.jpg,baby cheese.jpg,1
sub-FCT009,HC,Whole milk.jpg,american cheese.jpg,1
sub-FCT009,HC,Whole milk.jpg,soup with spoon.jpg,3
sub-FCT009,HC,Whole milk.jpg,sushi w_condiments.jpg,5
sub-FCT009,HC,Whole milk.jpg,mini muffins.jpg,4
sub-FCT009,HC,Whole milk.jpg,seaweed.jpg,4
sub-FCT009,HC,Whole milk.jpg,mozarella sticks.jpg,1
sub-FCT009,HC,Whole milk.jpg,cookies.jpg,4
sub-FCT009,HC,Whole milk.jpg,steak.jpg,5
sub-FCT009,HC,Whole milk.jpg,granola w milk.jpg,4
sub-FCT009,HC,Whole milk.jpg,soy chips.jpg,4
sub-FCT009,HC,Whole milk.jpg,1%milk.jpg,4
sub-FCT009,HC,Whole milk.jpg,rice cakes.jpg,4
sub-FCT009,HC,Whole milk.jpg,yogurt pretzels.jpg,4
sub-FCT009,HC,Whole milk.jpg,Cheese nachos.jpg,1
sub-FCT009,HC,Whole milk.jpg,chicken nuggets2.jpg,5
sub-FCT009,HC,Whole milk.jpg,cherry tomato.jpg,5
sub-FCT009,HC,Whole milk.jpg,Pretzels.jpg,4
sub-FCT009,HC,Whole milk.jpg,grilled cheese.jpg,1
sub-FCT009,HC,Whole milk.jpg,Hershey Kisses.jpg,4
sub-FCT009,HC,Whole milk.jpg,Tribe humus pita.jpg,5
sub-FCT009,HC,Whole milk.jpg,rigatoni.jpg,2
sub-FCT009,HC,Whole milk.jpg,m_and_m.jpg,4
sub-FCT009,HC,Whole milk.jpg,mashed potato.jpg,2
sub-FCT009,HC,Whole milk.jpg,avacado.jpg,3
sub-FCT009,HC,Whole milk.jpg,ice cream sundae 002.jpg,5
sub-FCT009,HC,Whole milk.jpg,rigatoni and sauce.jpg,3
sub-FCT009,HC,Whole milk.jpg,bagel and cc.jpg,1
sub-FCT009,HC,Whole milk.jpg,peaches.jpg,4
sub-FCT009,HC,Whole milk.jpg,eggs.jpg,4
sub-FCT009,HC,Whole milk.jpg,reeses.jpg,4
sub-FCT009,HC,Whole milk.jpg,cherries.jpg,5
sub-FCT009,HC,Whole milk.jpg,ritz.jpg,5
sub-FCT009,HC,Whole milk.jpg,salad w chicken.jpg,4
sub-FCT009,HC,Whole milk.jpg,air popcorn.jpg,4
sub-FCT009,HC,Whole milk.jpg,raisin bran w milk.jpg,2
sub-FCT009,HC,Whole milk.jpg,yogurt no spoon.jpg,5
sub-FCT009,HC,Whole milk.jpg,yellow popcorn.jpg,5
sub-FCT009,HC,Whole milk.jpg,pizza.jpg,4
sub-FCT009,HC,Whole milk.jpg,strawberries.jpg,5
sub-FCT009,HC,Whole milk.jpg,french fries.jpg,5
sub-FCT009,HC,Whole milk.jpg,bagel plain.jpg,3
sub-FCT009,HC,Whole milk.jpg,tacos.jpg,3
sub-FCT009,HC,Whole milk.jpg,Skim milk.jpg,4
sub-FCT009,HC,Whole milk.jpg,hotdog w must.jpg,4
sub-FCT009,HC,Whole milk.jpg,pickles.jpg,2
sub-FCT009,HC,Whole milk.jpg,apple slices.jpg,4
sub-FCT009,HC,Whole milk.jpg,banana.jpg,4
sub-FCT009,HC,Whole milk.jpg,lollipops.jpg,4
sub-FCT009,HC,Whole milk.jpg,brownie.jpg,4
sub-FCT009,HC,Whole milk.jpg,trail mix.jpg,2
sub-FCT009,HC,Whole milk.jpg,fried eggs.jpg,4
sub-FCT009,HC,Whole milk.jpg,celery and carrot sticks.jpg,1
sub-FCT009,HC,Whole milk.jpg,saltines.jpg,4
sub-FCT009,HC,Whole milk.jpg,cupcakes am.jpg,3
sub-FCT010,HC,saltines.jpg,orange slices.jpg,5
sub-FCT010,HC,saltines.jpg,mushrooms.jpg,4
sub-FCT010,HC,saltines.jpg,rigatoni and sauce.jpg,4
sub-FCT010,HC,saltines.jpg,turkey sandwich.jpg,5
sub-FCT010,HC,saltines.jpg,PB.jpg,1
sub-FCT010,HC,saltines.jpg,Whole milk.jpg,4
sub-FCT010,HC,saltines.jpg,doughnuts.jpg,5
sub-FCT010,HC,saltines.jpg,Tribe humus pita.jpg,5
sub-FCT010,HC,saltines.jpg,fried eggs.jpg,4
sub-FCT010,HC,saltines.jpg,Hershey Kisses.jpg,5
sub-FCT010,HC,saltines.jpg,celery and carrot sticks.jpg,4
sub-FCT010,HC,saltines.jpg,grilled cheese.jpg,5
sub-FCT010,HC,saltines.jpg,peaches.jpg,5
sub-FCT010,HC,saltines.jpg,trail mix.jpg,5
sub-FCT010,HC,saltines.jpg,apple slices.jpg,4
sub-FCT010,HC,saltines.jpg,sour patch.jpg,5
sub-FCT010,HC,saltines.jpg,baked potato.jpg,1
sub-FCT010,HC,saltines.jpg,mashed potato.jpg,5
sub-FCT010,HC,saltines.jpg,american cheese.jpg,4
sub-FCT010,HC,saltines.jpg,cookies.jpg,5
sub-FCT010,HC,saltines.jpg,grilled chicken strips.jpg,5
sub-FCT010,HC,saltines.jpg,mozarella sticks.jpg,4
sub-FCT010,HC,saltines.jpg,banana.jpg,4
sub-FCT010,HC,saltines.jpg,tacos.jpg,5
sub-FCT010,HC,saltines.jpg,air popcorn.jpg,4
sub-FCT010,HC,saltines.jpg,bagel plain.jpg,4
sub-FCT010,HC,saltines.jpg,cherry tomato.jpg,4
sub-FCT010,HC,saltines.jpg,chicken nuggets2.jpg,5
sub-FCT010,HC,saltines.jpg,pizza.jpg,5
sub-FCT010,HC,saltines.jpg,Cheese nachos.jpg,5
sub-FCT010,HC,saltines.jpg,french fries.jpg,4
sub-FCT010,HC,saltines.jpg,soup with spoon.jpg,4
sub-FCT010,HC,saltines.jpg,reeses.jpg,5
sub-FCT010,HC,saltines.jpg,baby cheese.jpg,5
sub-FCT010,HC,saltines.jpg,raisins.jpg,4
sub-FCT010,HC,saltines.jpg,rigatoni.jpg,4
sub-FCT010,HC,saltines.jpg,eggs.jpg,4
sub-FCT010,HC,saltines.jpg,green beans.jpg,4
sub-FCT010,HC,saltines.jpg,hotdog w must.jpg,4
sub-FCT010,HC,saltines.jpg,granola w milk.jpg,4
sub-FCT010,HC,saltines.jpg,mac & cheese.jpg,4
sub-FCT010,HC,saltines.jpg,lollipops.jpg,4
sub-FCT010,HC,saltines.jpg,cucumber slices.jpg,4
sub-FCT010,HC,saltines.jpg,Pretzels.jpg,4
sub-FCT010,HC,saltines.jpg,bagel and cc.jpg,5
sub-FCT010,HC,saltines.jpg,cherries.jpg,5
sub-FCT010,HC,saltines.jpg,Grapes.jpg,5
sub-FCT010,HC,saltines.jpg,burger.jpg,4
sub-FCT010,HC,saltines.jpg,baguette oil.jpg,5
sub-FCT010,HC,saltines.jpg,string cheese.jpg,5
sub-FCT010,HC,saltines.jpg,ritz.jpg,4
sub-FCT010,HC,saltines.jpg,yellow popcorn.jpg,5
sub-FCT010,HC,saltines.jpg,froot loops w milk.jpg,5
sub-FCT010,HC,saltines.jpg,cupcakes am.jpg,3
sub-FCT010,HC,saltines.jpg,broccoli cauliflower.jpg,3
sub-FCT010,HC,saltines.jpg,ice cream sundae 002.jpg,5
sub-FCT010,HC,saltines.jpg,seaweed.jpg,2
sub-FCT010,HC,saltines.jpg,Skim milk.jpg,1
sub-FCT010,HC,saltines.jpg,avacado.jpg,5
sub-FCT010,HC,saltines.jpg,pickles.jpg,4
sub-FCT010,HC,saltines.jpg,corn cob.jpg,5
sub-FCT010,HC,saltines.jpg,salad w chicken.jpg,5
sub-FCT010,HC,saltines.jpg,strawberries.jpg,5
sub-FCT010,HC,saltines.jpg,soy chips.jpg,3
sub-FCT010,HC,saltines.jpg,kiwi.jpg,4
sub-FCT010,HC,saltines.jpg,m_and_m.jpg,5
sub-FCT010,HC,saltines.jpg,mini muffins.jpg,5
sub-FCT010,HC,saltines.jpg,brownie.jpg,5
sub-FCT010,HC,saltines.jpg,steak.jpg,5
sub-FCT010,HC,saltines.jpg,1%milk.jpg,4
sub-FCT010,HC,saltines.jpg,raisin bran w milk.jpg,5
sub-FCT010,HC,saltines.jpg,sushi w_condiments.jpg,3
sub-FCT010,HC,saltines.jpg,rice cakes.jpg,3
sub-FCT010,HC,saltines.jpg,yogurt pretzels.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,Whole milk.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,strawberries.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,air popcorn.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,cupcakes am.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,cherry tomato.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,broccoli cauliflower.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,raisin bran w milk.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,avacado.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,mac & cheese.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,ritz.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,american cheese.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,celery and carrot sticks.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,Hershey Kisses.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,banana.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,ice cream sundae 002.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,bagel plain.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,corn cob.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,hotdog w must.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,froot loops w milk.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,french fries.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,grilled chicken strips.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,rigatoni.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,salad w chicken.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,doughnuts.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,Pretzels.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,mashed potato.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,apple slices.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,chicken nuggets2.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,Grapes.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,eggs.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,Cheese nachos.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,bagel and cc.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,raisins.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,mini muffins.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,lollipops.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,cucumber slices.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,fried eggs.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,seaweed.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,yellow popcorn.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,reeses.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,pizza.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,brownie.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,trail mix.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,rigatoni and sauce.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,saltines.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,cookies.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,steak.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,yogurt no spoon.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,turkey sandwich.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,soy chips.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,Tribe humus pita.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,tacos.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,mozarella sticks.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,green beans.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,sour patch.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,soup with spoon.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,pickles.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,PB.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,1%milk.jpg,1
sub-FCT011,HC,yogurt pretzels.jpg,Skim milk.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,rice cakes.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,mushrooms.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,burger.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,peaches.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,kiwi.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,sushi w_condiments.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,cherries.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,baked potato.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,grilled cheese.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,granola w milk.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,baby cheese.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,m_and_m.jpg,2
sub-FCT011,HC,yogurt pretzels.jpg,baguette oil.jpg,4
sub-FCT011,HC,yogurt pretzels.jpg,orange slices.jpg,5
sub-FCT011,HC,yogurt pretzels.jpg,string cheese.jpg,2
sub-FCT012,HC,mushrooms.jpg,m_and_m.jpg,5
sub-FCT012,HC,mushrooms.jpg,yogurt pretzels.jpg,5
sub-FCT012,HC,mushrooms.jpg,mozarella sticks.jpg,5
sub-FCT012,HC,mushrooms.jpg,yogurt no spoon.jpg,5
sub-FCT012,HC,mushrooms.jpg,corn cob.jpg,4
sub-FCT012,HC,mushrooms.jpg,1%milk.jpg,3
sub-FCT012,HC,mushrooms.jpg,reeses.jpg,5
sub-FCT012,HC,mushrooms.jpg,kiwi.jpg,5
sub-FCT012,HC,mushrooms.jpg,orange slices.jpg,4
sub-FCT012,HC,mushrooms.jpg,baby cheese.jpg,5
sub-FCT012,HC,mushrooms.jpg,Tribe humus pita.jpg,3
sub-FCT012,HC,mushrooms.jpg,rigatoni and sauce.jpg,4
sub-FCT012,HC,mushrooms.jpg,Cheese nachos.jpg,4
sub-FCT012,HC,mushrooms.jpg,bagel plain.jpg,3
sub-FCT012,HC,mushrooms.jpg,burger.jpg,4
sub-FCT012,HC,mushrooms.jpg,air popcorn.jpg,3
sub-FCT012,HC,mushrooms.jpg,string cheese.jpg,4
sub-FCT012,HC,mushrooms.jpg,celery and carrot sticks.jpg,2
sub-FCT012,HC,mushrooms.jpg,raisin bran w milk.jpg,2
sub-FCT012,HC,mushrooms.jpg,seaweed.jpg,4
sub-FCT012,HC,mushrooms.jpg,green beans.jpg,4
sub-FCT012,HC,mushrooms.jpg,sushi w_condiments.jpg,5
sub-FCT012,HC,mushrooms.jpg,baguette oil.jpg,5
sub-FCT012,HC,mushrooms.jpg,grilled cheese.jpg,5
sub-FCT012,HC,mushrooms.jpg,eggs.jpg,5
sub-FCT012,HC,mushrooms.jpg,Hershey Kisses.jpg,5
sub-FCT012,HC,mushrooms.jpg,apple slices.jpg,4
sub-FCT012,HC,mushrooms.jpg,rigatoni.jpg,3
sub-FCT012,HC,mushrooms.jpg,hotdog w must.jpg,5
sub-FCT012,HC,mushrooms.jpg,grilled chicken strips.jpg,4
sub-FCT012,HC,mushrooms.jpg,trail mix.jpg,4
sub-FCT012,HC,mushrooms.jpg,mini muffins.jpg,5
sub-FCT012,HC,mushrooms.jpg,Pretzels.jpg,5
sub-FCT012,HC,mushrooms.jpg,fried eggs.jpg,5
